NOMBRE_LUGAR,CATEGORIA,ZONA,LONGITUD,LATITUD
SISULU WALKER CHARTER SCHOOL OF HARLEM,Educacion,Manhattan,-73.951411403502,40.802068690674
DSNY GARAGE BRONX 8,Administracion Publica,Manhattan,-73.914336157637,40.869616556422
GRAMERCY PARK HOTEL,Comercial y Hoteles,Manhattan,-73.985728202045,40.73857688943
INDIAN ROAD PLAYGROUND,Parques y Jardines,Manhattan,-73.919910157969,40.871642614805
ELYSEE HOTEL,Comercial y Hoteles,Manhattan,-73.973186837869,40.759968739007
TOMPKINS SQUARE PARK PLAYGROUND AVE B,Parques y Jardines,Manhattan,-73.981164195846,40.725686253459
WAGNER HOUSES BUILDING 15,Residencial,Manhattan,-73.933865702661,40.800065840485
EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL II,Educacion,Manhattan,-73.948582491361,40.793866841406
FREEMAN PLAZA WEST,Parques y Jardines,Manhattan,-74.007620611689,40.724266340184
WAVERTREE,Monumentos y Plazas,Manhattan,-74.003071854486,40.705295324963
PS 169 ROBERT F KENNEDY,Educacion,Manhattan,-73.955513664236,40.780926868334
CENTRAL PARK SAFARI PLAYGROUND,Parques y Jardines,Manhattan,-73.96643862041,40.788452557958
HARLEM CHILDRENS ZONE PROMISE ACADEMY II MIDDLE SCHOOL,Educacion,Manhattan,-73.940820680908,40.806095005116
COLUMBIA UNIVERSITY,Educacion,Manhattan,-73.96186733066,40.808168372803
LA GUARDIA HOUSES BUILDING 1,Residencial,Manhattan,-73.989383969867,40.712376831338
THE ORLEANS BUILDING,Residencial,Manhattan,-73.975353925892,40.7826103122
NY FILM ACADEMY,Educacion,Manhattan,-74.015907813395,40.70525364495
ROCKEFELLER PARK NORTH MEADOW,Parques y Jardines,Manhattan,-74.01622992504,40.718295982787
BLACKWELL PLAYGROUND,Parques y Jardines,Manhattan,-73.950112056664,40.760439305072
CHURCH OF INTERCESSION CEMETERY,Monumentos y Plazas,Manhattan,-73.945339804007,40.831227444332
AMSTERDAM HOUSES,Residencial,Manhattan,-73.98724133593,40.773051885409
3 WORLD TRADE CENTER,Comercial y Hoteles,Manhattan,-74.011385908106,40.710937871593
LILLIAN WALD HOUSES,Residencial,Manhattan,-73.976412329995,40.720806465632
BELNORD HOTEL,Comercial y Hoteles,Manhattan,-73.97521328463,40.788817331529
PLAZA ATHENEE HOTEL,Comercial y Hoteles,Manhattan,-73.968311500452,40.76660242362
TOURO COLLEGE OF OSTEOPATHIC MEDICINE,Educacion,Manhattan,-73.949754073486,40.809255717463
ASCENSION SCHOOL,Educacion,Manhattan,-73.966140683753,40.802163379465
POLAND TOURIST OFFICE,Administracion Publica,Manhattan,-73.98009463913,40.751265700072
VLADECK HOUSES BUILDING 3,Residencial,Manhattan,-73.983587451094,40.71290954361
ALEXANDER ROBERTSON SCHOOL,Educacion,Manhattan,-73.965515586443,40.791298827766
UPPER EAST ORTHOPAEDICS,Comercial y Hoteles,Manhattan,-73.952087329402,40.775637378199
PS 11 WILLIAM T HARRIS,Educacion,Manhattan,-74.000827976436,40.744371410804
CENTRAL PARK DELACORTE CLOCK,Parques y Jardines,Manhattan,-73.971196335777,40.768113467813
BOWERY HOUSE HOTEL,Comercial y Hoteles,Manhattan,-73.993715335708,40.721986941199
CITY COLLEGE ALUMNI HOUSE,Cultura,Manhattan,-73.948218994423,40.822299317026
CAMPOS PLAZA II HOUSES BUILDING 3,Residencial,Manhattan,-73.976809504713,40.728264410048
IS 528 BEA FULLER RODGERS SCHOOL,Educacion,Manhattan,-73.93464330232,40.850635857919
CITY COLLEGE TOWNSEND HARRIS HALL,Educacion,Manhattan,-73.95018266987,40.820987126346
VOLNEY RESIDENCES,Residencial,Manhattan,-73.96475394747,40.773386853623
CARVER HOUSES BUILDING 5,Residencial,Manhattan,-73.950496635632,40.790317333211
BELASCO THEATRE,Cultura,Manhattan,-73.983841862415,40.756682933799
RITZ CARLTON RESIDENCES BATTERY PARK,Residencial,Manhattan,-74.017331198754,40.705720727937
BERNARD FAMILY PLAYGROUND,Parques y Jardines,Manhattan,-73.950396249026,40.795769416944
BOLIVAR BUILDING,Residencial,Manhattan,-73.970843517328,40.783614921464
NYU BROADWAY BLOCK D,Educacion,Manhattan,-73.994150757152,40.729439032199
EAST SIDE COMMUNITY HIGH SCHOOL,Educacion,Manhattan,-73.982402980337,40.729272063642
PS 7 SAMUEL STERN,Educacion,Manhattan,-73.939339013824,40.800849874452
TRAMWAY PLAZA,Parques y Jardines,Manhattan,-73.964402193326,40.761000929783
NEW YORK UNIVERSITY SILVER TOWERS,Educacion,Manhattan,-73.997957913191,40.726911532718
SHOWCARD HOTEL,Comercial y Hoteles,Manhattan,-73.988055370431,40.755471816433
NEW YORK UNIVERSITY PLESS ANNEX,Educacion,Manhattan,-73.995830350755,40.729869056929
ATLAS STATUE,Monumentos y Plazas,Manhattan,-73.977189624408,40.758945193303
WASHINGTON HOUSES BUILDING 2,Residencial,Manhattan,-73.947542369872,40.785821533552
NEW YORK UNIVERSITY ALUMNI HALL,Educacion,Manhattan,-73.989012747599,40.730159851718
YORKVILLE POST OFFICE,Administracion Publica,Manhattan,-73.951383544029,40.781624397179
ST ALOYSIUS SCHOOL,Educacion,Manhattan,-73.946064372809,40.813995498398
CHATWAL HOTEL,Comercial y Hoteles,Manhattan,-73.98458400708,40.756563021052
AMSTERDAM HOUSES BUILDING 3,Residencial,Manhattan,-73.98591769983,40.773421398715
BARUCH HOUSES BUILDING 14,Residencial,Manhattan,-73.979988154243,40.716847969313
CENTRAL PARK NORTH MEADOW RECREATION CENTER,Parques y Jardines,Manhattan,-73.959820285499,40.791213973818
FRENCH CONSULATE,Administracion Publica,Manhattan,-73.96558153328,40.77405199918
URBAN ACADEMY LABORATORY HIGH SCHOOL,Educacion,Manhattan,-73.959520580956,40.765602244693
CORSI PROJECTS,Residencial,Manhattan,-73.936851226059,40.797081336252
WEBSTER LIBRARY,Cultura,Manhattan,-73.951322417104,40.770636702479
SILBERMAN SCHOOL OF SOCIAL WORK,Educacion,Manhattan,-73.93933595786,40.79998283296
WILSON HOUSES,Residencial,Manhattan,-73.939540722672,40.788934273009
US ARMY RECRUITING TIMES SQUARE,Administracion Publica,Manhattan,-73.986223706242,40.756816650013
WHOLE FOODS MARKET UNION SQUARE,Comercial y Hoteles,Manhattan,-73.991402199359,40.734688587725
CANAL STREET POST OFFICE,Administracion Publica,Manhattan,-74.004012623233,40.720620298818
LIFE SPIRE GARDEN,Parques y Jardines,Manhattan,-73.938498917095,40.802606137097
NEW YORK UNIVERSITY CARLYLE COURT,Educacion,Manhattan,-73.991159469185,40.736298685457
NYU CENTER FOR DATA SCIENCE,Educacion,Manhattan,-73.994728446545,40.734968510295
RANDALLS ISLAND FIELD 90,Parques y Jardines,Manhattan,-73.930815316096,40.786388827092
LOWER EAST SIDE PREPARATORY HIGH SCHOOL,Educacion,Manhattan,-73.98594711571,40.720519078005
HOBBS COURT BUILDING,Residencial,Manhattan,-73.943372816763,40.787864746638
PLAYERS THEATRE,Cultura,Manhattan,-74.000584783596,40.730119770406
HARLEM RIVER DRIVEWAY MALLS,Parques y Jardines,Manhattan,-73.935474605211,40.835545858238
WAGNER HOUSES BUILDING 20,Residencial,Manhattan,-73.93233159938,40.800886305997
HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES,Educacion,Manhattan,-73.926493211823,40.855461401495
RANDALLS ISLAND FIELD 70,Parques y Jardines,Manhattan,-73.928359275354,40.7837897425
ST NICHOLAS HOUSES BUILDING 8,Residencial,Manhattan,-73.94870269517,40.812869495415
INTERNATIONAL HOUSE NORTH,Residencial,Manhattan,-73.961462668611,40.814131529584
PIER 72 RESTAURANT,Comercial y Hoteles,Manhattan,-73.984384869978,40.779580981233
HRA MEDICAID OFFICE MANHATTANVILLE COMMUNITY,Administracion Publica,Manhattan,-73.954427210377,40.819592989345
QUIN HOTEL,Comercial y Hoteles,Manhattan,-73.977447023345,40.764659315345
MURPHY BROTHERS PLAYGROUND,Parques y Jardines,Manhattan,-73.973566419211,40.730342077767
LA GUARDIA HOUSES BUILDING 4,Residencial,Manhattan,-73.987198592766,40.71184529602
MARSHALL ISLANDS MISSION TO THE UN,Administracion Publica,Manhattan,-73.971542076372,40.750229228072
WAGNER HOUSES BUILDING 1,Residencial,Manhattan,-73.929748836749,40.797441363248
DEP WARDS ISLAND SOUTH GALLERY,Monumentos y Plazas,Manhattan,-73.922808330064,40.786211650402
HOLIDAY INN EXPRESS MADISON SQUARE GARDEN,Comercial y Hoteles,Manhattan,-73.994515943509,40.748333249848
RIVERSIDE TOWERS HOTEL,Comercial y Hoteles,Manhattan,-73.981689493106,40.78562241119
PS 153 ADAM CLAYTON POWELL,Educacion,Manhattan,-73.947302344093,40.826356585622
ROCKEFELLER UNIVERSITY COMPARATIVE BIOSCIENCE CENTE,Educacion,Manhattan,-73.957184256436,40.761436818809
WALD HOUSES BUILDING 10,Residencial,Manhattan,-73.975662669436,40.721541609272
WALD HOUSES BUILDING 5,Residencial,Manhattan,-73.976744868164,40.722073232953
PS 143 ANNEX,Educacion,Manhattan,-73.931430774352,40.848943855601
GERTRUDE EDERLE RECREATION CENTER PLAYGROUND,Parques y Jardines,Manhattan,-73.988574430268,40.77124594992
TRIBECA DOG RUN WARREN STREET,Parques y Jardines,Manhattan,-74.012081504381,40.716234883757
AUSTRIA TRADE COMMISSION,Administracion Publica,Manhattan,-73.983977538038,40.757039301433
NEW YORK UNIVERSITY 113 UNIVERSITY PLACE,Educacion,Manhattan,-73.992175759968,40.734323349648
LITHUANIA CONSULATE,Administracion Publica,Manhattan,-73.983197593849,40.750775206445
TRIBECA DOG RUN HUDSON RIVER PARK,Parques y Jardines,Manhattan,-74.012337754647,40.721521701173
THE SHERWOOD,Residencial,Manhattan,-73.970430758659,40.80137028336
COLUMBIA UNIVERSITY LENFEST HALL,Educacion,Manhattan,-73.958009926677,40.809932214375
UKRAINIAN MUSEUM,Cultura,Manhattan,-73.989708585157,40.727742090648
LAFAYETTE SQUARE,Monumentos y Plazas,Manhattan,-73.958006955836,40.803689981172
ECUADOR MISSION TO UN,Administracion Publica,Manhattan,-73.96552735248,40.752162576511
KAYSER ROTH,Comercial y Hoteles,Manhattan,-73.985487330746,40.74767241448
TRINITY SCHOOL,Educacion,Manhattan,-73.971356313989,40.790521133168
BARNARD COLLEGE BROOKS HALL,Educacion,Manhattan,-73.96431460583,40.808437193865
SAMUEL I MHOP HOUSES BUILDING 40,Residencial,Manhattan,-73.940949087673,40.818524132665
SUNKEN MEADOW FIELD 17,Parques y Jardines,Manhattan,-73.919130134627,40.794245084002
BROWNSTONES HOUSES BUILDING 4,Residencial,Manhattan,-73.969984134307,40.791568949114
FREDERICK DOUGLASSPLAYGROUND MINI POOL,Parques y Jardines,Manhattan,-73.96750592405,40.796899272204
JOHN MCKEAN SQUARE,Monumentos y Plazas,Manhattan,-73.969978035257,40.749743426741
CENTRAL PARK GROUP OF BEARS SCULPTURE,Parques y Jardines,Manhattan,-73.963942627019,40.777496619676
PS 41 GREENWICH VILLAGE,Educacion,Manhattan,-73.999151130292,40.735561166392
SAN CARLOS HOTEL,Comercial y Hoteles,Manhattan,-73.971513962067,40.755979502065
JEFFERSON HOUSES BUILDING 3,Residencial,Manhattan,-73.937140373664,40.795372589212
SAMUEL CITY HOUSES BUILDING 24,Residencial,Manhattan,-73.93834166845,40.819840268512
OMAN MISSION TO THE UN,Administracion Publica,Manhattan,-73.96916371752,40.752868435276
STERN COLLEGE FOR WOMEN,Educacion,Manhattan,-73.97926587235,40.746667907898
JACOB K JAVITS FEDERAL OFFICE BUILDING,Administracion Publica,Manhattan,-74.004251098391,40.715403812645
THERESA TOWERS BUILDING,Monumentos y Plazas,Manhattan,-73.948932421959,40.808758228203
TITANIC MEMORIAL PARK,Parques y Jardines,Manhattan,-74.003665999622,40.707595668392
MS 324 PATRIA MIRABAL,Educacion,Manhattan,-73.935867964662,40.839319538066
CONVENT GARDEN,Parques y Jardines,Manhattan,-73.942643685102,40.828369613859
GREGORIO LUPERON HS FOR SCIENCE & MATHEMATICS,Educacion,Manhattan,-73.938634357464,40.838357883411
ABC NEWS 24 W 67 ST,Comercial y Hoteles,Manhattan,-73.979154996439,40.773190916446
INSTITUTE FOR COLLABORATIVE EDUCATION,Educacion,Manhattan,-73.982691867915,40.732508982313
MANHATTAN CENTER FOR SCIENCE & MATHEMATICS SCHOL,Educacion,Manhattan,-73.933284155764,40.794235724483
DEP WARDS ISLAND A GATE MAIN ENTRANCE,Monumentos y Plazas,Manhattan,-73.923001284972,40.792485491767
WATERSIDE PLAZA,Monumentos y Plazas,Manhattan,-73.973499867612,40.737451131361
RANDALLS ISLAND FIELD 62,Parques y Jardines,Manhattan,-73.924498094645,40.783605003654
L A SCUOLA DITALIA GUGLIELMO MARCONI ELEMENTARY SCHOOL,Educacion,Manhattan,-73.955006818744,40.78734253033
CAMBODIA MISSION TO UN,Administracion Publica,Manhattan,-73.963653614672,40.75967212816
DYCKMAN HOUSES BUILDING 3,Residencial,Manhattan,-73.92330756953,40.861419308646
CENTER FOR BOOK ARTS,Cultura,Manhattan,-73.989894610851,40.744818120759
PORTUGAL CONSULATE,Administracion Publica,Manhattan,-73.969886385613,40.752503680432
ROOSEVELT ISLAND LIGHTHOUSE,Monumentos y Plazas,Manhattan,-73.940193659045,40.772840306287
TISCH CHILDRENS ZOO SPIDER WEB,Parques y Jardines,Manhattan,-73.970283029248,40.768346645259
LOWER EAST SIDE III BUILDING 1,Residencial,Manhattan,-73.976778912622,40.724569974972
MANHATTAN COMMUNITY BOARD 4,Administracion Publica,Manhattan,-73.99148338295,40.757661414456
VESUVIO PLAYGROUND MINI POOL,Parques y Jardines,Manhattan,-74.002311002242,40.725586881244
DOUGLASS I HOUSES BUILDING 17,Residencial,Manhattan,-73.963215105133,40.79664578287
ASSER LEVY POOL,Parques y Jardines,Manhattan,-73.975495423022,40.735868279913
COLUMBIA CONSULATE,Administracion Publica,Manhattan,-73.978285804526,40.755583735501
AMERICAN MIME THEATRE,Cultura,Manhattan,-73.990243500202,40.730765512229
LIECHTENSTEIN MISSION TO UN,Administracion Publica,Manhattan,-73.974881715276,40.749630535661
BEEKMAN HOTEL,Comercial y Hoteles,Manhattan,-74.006807760382,40.711224366296
GENERAL MOTORS BUILDING,Monumentos y Plazas,Manhattan,-73.972653574368,40.763521918943
ST STEPHEN OF HUNGARY SCHOOL,Educacion,Manhattan,-73.950506745981,40.773802663208
PS 150,Educacion,Manhattan,-74.010928101283,40.718288874689
THE IDEAL SCHOOL OF MANHATTAN W 89 ST,Educacion,Manhattan,-73.975923934668,40.790452052523
TUDOR CITY PARK SOUTH,Parques y Jardines,Manhattan,-73.970828765643,40.748864940943
1 WESTERN UNION INTERNATIONAL PLAZA,Comercial y Hoteles,Manhattan,-74.015557580652,40.705826301323
NEW YORK FILM ACADEMY CAFE DOWNTOWN,Comercial y Hoteles,Manhattan,-74.013240313619,40.702118180864
ROOSEVELT ISLAND POST OFFICE,Administracion Publica,Manhattan,-73.946405472232,40.765235458774
AUDUBON POST OFFICE,Administracion Publica,Manhattan,-73.938965773349,40.838563756097
WALTER MILLER III MEMORIAL GARDEN,Parques y Jardines,Manhattan,-73.945593365931,40.802964878342
PHILOSOPHY DAY SCHOOL,Educacion,Manhattan,-73.962905727614,40.776427544659
INWOOD HILL PARK GLACIAL POTHOLES,Parques y Jardines,Manhattan,-73.926438144879,40.87041916671
SAMUEL CITY HOUSES BUILDING 28,Residencial,Manhattan,-73.938542397644,40.819123134261
SMITH HOUSES BUILDING 11,Residencial,Manhattan,-73.997931889132,40.711553468707
JORDAN CONSULATE,Administracion Publica,Manhattan,-73.970014455596,40.7524544347
COLUMBIA UNIVERSITY EARL HALL,Educacion,Manhattan,-73.962767028109,40.808619026755
AMBROSE,Monumentos y Plazas,Manhattan,-74.002485289611,40.705369883312
DORA COHEN MEMORIAL PARK,Parques y Jardines,Manhattan,-73.986975094203,40.714627463725
NY LIFE BUILDING,Comercial y Hoteles,Manhattan,-73.985572921098,40.742775702712
DOW JONES HEADQUARTERS,Comercial y Hoteles,Manhattan,-73.982062203675,40.758543379915
GERALDINE SCHOTTENSTEIN CULTURAL CENTER,Educacion,Manhattan,-73.976283906104,40.745225123209
PS 59 BEEKMAN HILL INTERNATIONAL SCHOOL,Educacion,Manhattan,-73.966267373161,40.759144638821
CENTRAL PARK EAST GREEN,Parques y Jardines,Manhattan,-73.968918976523,40.771333131718
WINSTON CHURCHILL SQUARE,Monumentos y Plazas,Manhattan,-74.00238123618,40.729865953969
JOHN JAY COLLEGE WESTPORT BUILDING,Educacion,Manhattan,-73.989662494557,40.768512485231
TBTA ROBERT MOSES BUILDING SOUTH WING,Monumentos y Plazas,Manhattan,-73.921721339448,40.797815915498
CHASE MANHATTAN PLAZA,Monumentos y Plazas,Manhattan,-74.009468457967,40.708262335165
METRO NORTH COMMUNITY GARDENS,Parques y Jardines,Manhattan,-73.943654330178,40.787401484523
SUNKEN PLAYGROUND,Parques y Jardines,Manhattan,-73.936119922536,40.837738701833
IMPERIAL THEATRE,Cultura,Manhattan,-73.98717610258,40.759184941883
VENEZUELA MISSION,Administracion Publica,Manhattan,-73.968732446505,40.75190794573
HARMONIE CLUB,Comercial y Hoteles,Manhattan,-73.972013495455,40.764502202806
AMC MAGIC JOHNSON HARLEM 9 THEATRE,Cultura,Manhattan,-73.951787693064,40.809719665283
POOR RICHARDS PLAYGROUND BASKETBALL,Parques y Jardines,Manhattan,-73.943280501594,40.792776613015
BRAZIL MISSION TO UN,Administracion Publica,Manhattan,-73.972153987445,40.753493787685
ASTOR APARTMENTS,Residencial,Manhattan,-73.981820479755,40.78143897741
NEW YORK UNIVERSITY WILF HALL,Educacion,Manhattan,-73.999908883415,40.730907298312
ISHAM PARK MEMORIAL CIRCLE,Monumentos y Plazas,Manhattan,-73.918665368416,40.868988455835
ITALIAN CULTURAL INSTITUTE,Cultura,Manhattan,-73.965777479721,40.768966581836
CENTRAL PARK GREAT LAWN,Parques y Jardines,Manhattan,-73.966622136614,40.781348019281
CENTRAL PARK BALLFIELDS CAFE,Comercial y Hoteles,Manhattan,-73.97592225935,40.77029802624
EAST RIVER PARK AT E 6 STREET,Parques y Jardines,Manhattan,-73.974054341597,40.721517859468
SUNKEN MEADOW FIELD 18,Parques y Jardines,Manhattan,-73.918604139325,40.794316451696
CENTRAL PARK CEDAR HILL,Parques y Jardines,Manhattan,-73.966057700552,40.77727416871
SAMUEL MHOP III HOUSES,Residencial,Manhattan,-73.939514236036,40.819488306678
BRYANT PARK CAROUSEL,Parques y Jardines,Manhattan,-73.983878455387,40.753417897555
LUNT FONTANNE THEATRE,Cultura,Manhattan,-73.9859154311,40.759188035634
369 REGIMENT ARMORY,Administracion Publica,Manhattan,-73.934697273708,40.817601567253
UNITED ARAB EMIRATES CONSULATE & MISSION TO UN,Administracion Publica,Manhattan,-73.969226325533,40.75289149858
THE CLINTON SCHOOL,Educacion,Manhattan,-73.992447732269,40.736219701781
CENTRAL PARK RAMBLE,Parques y Jardines,Manhattan,-73.969716401061,40.776863163217
KENMORE HALL HOTEL,Comercial y Hoteles,Manhattan,-73.984003198555,40.739531959369
HUDSON THEATRE MILLENNIUM BROADWAY,Cultura,Manhattan,-73.984569625533,40.756933488415
HIGH BRIDGE BATH HOUSE,Parques y Jardines,Manhattan,-73.934084599938,40.84295943781
WARDS ISLAND CENTRAL FIELDS BASEBALL 53,Parques y Jardines,Manhattan,-73.927475248942,40.78741055078
JOSEPH C SAUER PARK,Parques y Jardines,Manhattan,-73.979754487947,40.728240572991
ROCKEFELLER UNIVERSITY SCHOLARS RESIDENCE,Educacion,Manhattan,-73.957163661141,40.760641144937
WASHINGTON HTS REHAB PHASE III HOUSES BUILDING 3,Residencial,Manhattan,-73.937845300272,40.837055734436
NEW YORK UNIVERSITY 7 ST RESIDENCE HALL,Educacion,Manhattan,-73.988797207477,40.728117956026
PS/IS 187 PLAYGROUND,Parques y Jardines,Manhattan,-73.936672358743,40.856339502876
ST NICHOLAS HOUSES,Residencial,Manhattan,-73.948139572179,40.8119809981
VLADECK HOUSES BUILDING 14,Residencial,Manhattan,-73.981350253845,40.712049108089
CITY COLLEGE MARSHAK BUILDING,Educacion,Manhattan,-73.949096233514,40.819417952825
PS 48 PO MICHAEL J BUCZEK,Educacion,Manhattan,-73.933419624314,40.853472936695
RANDALLS ISLAND FIELD 71,Parques y Jardines,Manhattan,-73.930126895121,40.783164054234
YMCA GROSVENOR NEIGHBORHOOD HOUSE,Parques y Jardines,Manhattan,-73.966075997323,40.799540877019
ROCKEFELLER UNIVERSITY IT PAVILION,Educacion,Manhattan,-73.956767056734,40.76219350686
WORLD TRADE CENTER E CONCOURSE,Comercial y Hoteles,Manhattan,-74.010049660861,40.710739746878
PIER A HARBOR HOUSE,Comercial y Hoteles,Manhattan,-74.017547663893,40.704440119752
TAFT HOUSES BUILDING 7,Residencial,Manhattan,-73.944500997159,40.798383715607
SEPTEMBER 11 MEMORIAL VENT STRUCTURE SOUTH,Monumentos y Plazas,Manhattan,-74.014015912039,40.711399321887
CENTRAL PARK BETHESDA FOUNTAIN,Parques y Jardines,Manhattan,-73.970830867363,40.774319637206
BENNETT PARK,Parques y Jardines,Manhattan,-73.938107499269,40.852956181948
HARVARD CLUB,Cultura,Manhattan,-73.981589036277,40.755706664349
FULTON HOUSES,Residencial,Manhattan,-74.004660835616,40.743410968877
EAST RIVER FIELDS,Parques y Jardines,Manhattan,-73.933955941422,40.784720901052
DEPWARDS ISLAND TRANSPORTATION SECTION FUTURE,Monumentos y Plazas,Manhattan,-73.922736382614,40.785055535806
RWANDA MISSION TO UN,Administracion Publica,Manhattan,-73.976900484848,40.750720742997
JOHN T BRUSH STAIRWAY,Parques y Jardines,Manhattan,-73.939634378078,40.832415955435
CON EDISON FUEL DOCK 2,Monumentos y Plazas,Manhattan,-73.9442618438,40.780106126681
MANHATTANVILLE HOUSES,Residencial,Manhattan,-73.955340539369,40.816688810107
NYC MUSEUM SCHOOL,Educacion,Manhattan,-74.002193741739,40.742376138371
WEST 4 ST COURTS,Parques y Jardines,Manhattan,-74.00096747337,40.731194009809
BRIGADIER GENERAL WINFIELD SCOTT HANCOCK MONUMENT,Monumentos y Plazas,Manhattan,-73.953286627569,40.809538123086
